A1CF
CDKN2A
CDKN2A-AS1
CDKN2AIP
CDKN2B
CDKN3
CDT1
CEACAM1
CEACAM5
CEACAM6
CEACAM7
CEBPE
CEL
CELA3A
CELA3B
CENPA
CENPE
CENPF
CENPM
CENPN
CENPW
CEP55
CES1
CES2
CFC1
CFD
CFH
CFP
CGA
CGNL1
CH17-224D4.1
CH17-262H11.1
CH25H
CHAC1
CHAD
CHDH
CHGA
CHGB
CHI3L1
CHIA
CHMP4C
CHN1
CHODL
CHRDL1
CIART
CIDEA
CIITA
CITED2
CITED4
CKAP2
CKAP2L
CKB
CKMT1A
CKMT1B
CKS1B
CKS2
CLC
CLCA1
CLCA2
CLCA4
CLCNKA
CLCNKB
CLDN1
CLDN10
CLDN11
CLDN14
CLDN17
CLDN18
CLDN3
CLDN4
CLDN5
CLDN6
CLDN7
CLEC10A
CLEC11A
CLEC14A
CLEC3B
CLEC4A
CLEC4C
CLEC4D
CLEC4E
CLEC4F
CLEC5A
CLEC7A
CLEC9A
CLGN
CLIC2
CLIC3
CLIC4
CLIC6
CLMP
CLNK
CLPS
CLSPN
CLU
CMA1
CMKLR1
CMPK2
CNFN
CNGA3
CNKSR3
CNN3
CNNM1
CNRIP1
CNST
COBLL1
COL10A1
COL12A1
COL13A1
COL14A1
COL15A1
COL17A1
COL18A1
COL1A1
COL1A2
COL28A1
COL3A1
COL4A1
COL4A2
COL5A1
COL5A2
COL6A1
COL6A2
COL6A3
COL6A5
COL6A6
COL7A1
COL8A1
COMP
COTL1
COX4I2
COX7A1
CP
CPA2
CPA3
CPA4
CPE
CPED1
CPM
CPVL
CPXM1
CPXM2
CRABP1
CRABP2
CRB3
CRCT1
CREB3L1
CRHBP
CRIP2
CRISP3
CRISPLD2
CRNDE
CRNN
CRTAM
CRYAB
CRYBA2
CRYM
CSF1
CSF1R
CSF2
CSF2RA
CSF2RB
CSF3
CSF3R
CSGALNACT1
CSPG4
CSRP2
CST1
CST3
CST6
CST9
CSTA
CSTB
CTA-212D2.2
CTAG2
CTB-50L17.16
CTB-61M7.2
CTB-91J4.1
CTB-92J24.3
CTC-276P9.3
CTC-353G13.1
CTC-490G23.2
CTC-518B2.8
CTC-523E23.5
CTD-2521M24.8
CTD-2547H18.1
CTD-2619J13.13
CTD-3126B10.4
CTGF
CTH
CTHRC1
CTLA4
CTNNAL1
CTNNBIP1
CTSC
CTSE
CTSG
CTSK
CTSS
CTSV
CTSW
CTSZ
CWH43
CX3CR1
CXCL1
CXCL10
CXCL11
CXCL12
CXCL13
CXCL14
CXCL17
CXCL2
CXCL3
CXCL5
CXCL6
CXCL8
CXCL9
CXCR3
CXCR4
CXorf21
CXorf36
CYB5D2
CYBB
CYBRD1
CYC1
CYGB
CYP1A1
CYP1B1
CYP24A1
CYP2A6
CYP2A7
CYP2C18
CYP2E1
CYP2W1
CYP3A5
CYP4B1
CYP4F2
CYP4F3
CYP4F35P
CYR61
CYSLTR2
CYSRT1
CYSTM1
CYTL1
CYYR1
DAB2
DANT1
DAPK1
DAPL1
DBI
DBP
DCC
DCN
DDIT4
DDIT4L
DDR2
DEAF1
DEFA4
DEFA5
DEFA6
DEFB1
DEFB103A
DEFB125
DEFB4A
DEFB4B
DEGS2
DENND2C
DEPDC1
DERL3
DES
DGAT2
DHCR24
DHDH
DHFR
DHRS2
DHRS7C
DHRS9
DHX35
DIAPH3
DIO2
DIRAS3
DIRC2
DKK1
DKK3
DKK4
DLC1
DLGAP5
DLK1
DLK2
DLL1
DLL4
DMKN
DNAAF1
DNAH2
DNAJA4
DNAJC5
DNASE1L3
DNER
DPCR1
DPEP1
DPT
DPYSL2
DPYSL3
DRD5
DSC2
DSC3
DSE
DSG1
DSG3
DSP
DST
DTX2
DTYMK
DUOX1
DUOX2
DUOXA1
DUOXA2
DUSP14
DUSP2
DUSP4
DUSP5
DUSP6
DYNAP
DYSF
EBF1
EBF3
EBI3
ECEL1
ECM1
ECT2
EDIL3
EDN1
EDN2
EDN3
EDNRA
EDNRB
EEF1A2
EFCAB6-AS1
EFEMP1
EFEMP2
EFHD1
EFNB2
EGFL6
EGFL7
EGFLAM
EGFR
EGLN3
EGOT
EGR1
EGR2
EGR3
EGR4
EHD3
EHF
EIF4EBP1
ELAVL4
ELF3
ELN
ELOVL4
EMCN
EMILIN1
EMP1
EMX2
EMX2OS
ENAM
ENG
ENHO
ENPEP
ENPP1
ENPP2
ENTHD1
ENTPD1
EPAS1
EPB41L3
EPCAM
EPHA2
EPHA3
EPHX3
EPPK1
EPS8
EPS8L1
EPS8L2
EPS8L3
ERBB3
EREG
ERG
ERN2
ERO1A
ERP27
ERRFI1
ESAM
ESCO2
ESM1
ESPL1
ESRRG
ETHE1
ETNPPL
ETS1
EVPL
EXD3
EXOC3L2
EXPH5
EXTL1
F10
F12
F13A1
F2R
F2RL2
F2RL3
F3
FABP3
FABP4
FABP5
FALEC
FAM101A
FAM101B
FAM107A
FAM107B
FAM110D
FAM111B
FAM129B
FAM13C
FAM150A
FAM150B
FAM159B
FAM162B
FAM167B
FAM171B
FAM177B
FAM180A
FAM198B
FAM214A
FAM227A
FAM25A
FAM25C
FAM25G
FAM26F
FAM3B
FAM3D
FAM45A
FAM46A
FAM46B
FAM46C
FAM74A6
FAM83A
FAM83A-AS1
FAM83D
FAM89B
FAM92B
FAT2
FAT3
FBLN1
FBLN2
FBLN5
FBN1
FBP1
FBP2
FBXO32
FBXO34
FCER1A
FCER1G
FCGBP
FCGR1A
FCGR1B
FCGR2A
FCGR2B
FCGR3A
FCN1
FCN3
FCRL4
FCRL5
FCRLA
FDCSP
FEM1C
FEN1
FERMT1
FETUB
FEV
FFAR3
FFAR4
FGA
FGB
FGD5
FGFBP1
FGFBP2
FGFR1
FGFR3
FGG
FGL2
FILIP1L
FKBP11
FLG
FLG-AS1
FLG2
FLI1
FLRT2
FLT1
FLT3
FLT4
FMO1
FMO2
FMO3
FMOD
FN1
FNDC1
FNDC4
FOLH1
FOLR1
FOLR2
FOLR3
FOS
FOSB
FOSL1
FOXA2
FOXA3
FOXC1
FOXD3
FOXF1
FOXF2
FOXM1
FOXP3
FOXS1
FP325317.1
FPR1
FPR3
FRG2C
FRMD1
FRZB
FSCN1
FST
FSTL1
FTH1
FUT11
FUT2
FUT3
FUT6
FUT9
FXYD1
FXYD4
FXYD6
FZD4
G0S2
GABARAPL2
GABRA1
GABRB2
GABRG1
GABRG2
GABRP
GADD45A
GADD45G
GAL3ST4
GALE
GALNT1
GALNT6
GAPT
GAS2L3
GAST
GATA2
GATA3
GATA6
GATA6-AS1
GBP1
GBP2
GBP6
GC
GCGR
GCHFR
GCLM
GCNT3
GCSAML
GDAP1L1
GDF10
GDF15
GDPD3
GEM
GFRA1
GFRA2
GFRA3
GGH
GGT5
GHRL
GIF
GIMAP4
GIMAP6
GIMAP7
GIMAP8
GINS2
GJA1
GJA4
GJA5
GJB2
GJB3
GJB5
GJB6
GJC1
GK
GKN1
GKN2
GLDC
GLTP
GLUL
GMDS
GNA15
GNE
GNG11
GNG4
GNLY
GOLGA8G
GOLM1
GP2
GPAT3
GPC3
GPIHBP1
GPM6B
GPNMB
GPR146
GPR157
GPR160
GPR183
GPR20
GPR31
GPR4
GPR42
GPR84
GPRC5A
GPRC5C
GPT2
GPX2
GPX3
GRASP
GRB10
GRB7
GREM1
GREM2
GRHL1
GRHL3
GRIK3
GRP
GRPEL2
GS1-600G8.5
GSDMA
GSTA1
GSTA2
GSTA3
GSTA4
GSTM3
GSTT2B
GTSE1
GUCA1C
GUCA2B
GUCY1A2
GUCY1A3
GUCY1B3
GYPC
GYS2
GZMA
GZMB
GZMH
GZMK
H1F0
H2AFJ
H2AFX
H2AFZ
HAL
HAMP
HAND2
HAP1
HAPLN1
HAS1
HAS2
HAS3
HAVCR2
HBA1
HBA2
HBB
HBD
HBEGF
HBG1
HBG2
HBM
HCAR2
HCAR3
HCG22
HCG9
HCK
HDC
HEBP2
HECW2
HEG1
HELLS
HEPACAM2
HEPHL1
HERPUD1
HES1
HES2
HES4
HES5
HEY1
HIF1A-AS2
HIGD1B
HILPDA
HIST1H1A
HIST1H1B
HIST1H1C
HIST1H1D
HIST1H1E
HIST1H2AC
HIST1H2AE
HIST1H2BC
HIST1H2BD
HIST1H2BF
HIST1H2BG
HIST1H2BJ
HIST1H4C
HIST1H4E
HIST1H4H
HIST2H2BE
HIST2H2BF
HIST3H2A
HJURP
HK2
HLA-DMA
HLA-DMB
HLA-DOA
HLA-DPA1
HLA-DPB1
HLA-DQA1
HLA-DQA2
HLA-DQB1
HLA-DQB2
HLA-DRA
HLA-DRB1
HLA-DRB5
HLCS
HLF
HLX
HMGB2
HMGB3
HMGCS1
HMGCS2
HMHB1
HMMR
HMOX1
HMOX2
HMP19
HMX2
HNF1A
HOPX
HOTAIRM1
HOXB13
HOXD10
HOXD8
HOXD9
HP
HPGD
HPGDS
HPSE
HS3ST1
HS3ST6
HS6ST3
HSBP1L1
HSPA2
HSPA6
HSPB8
HSPG2
HSPH1
HTR1F
HTR3A
HTR3E
HTRA1
HTRA3
HYAL2
IBSP
ICA1L
ICAM1
ICAM2
ICOS
ID1
ID3
ID4
IDI1
IDO1
IER3
IFFO2
IFI27
IFI30
IFI44L
IFI6
IFIT1
IFIT2
IFIT3
IFITM1
IFNB1
IFNG
IFNL2
IGDCC4
IGF1
IGF2
IGFALS
IGFBP2
IGFBP3
IGFBP4
IGFBP5
IGFBP6
IGFBP7
IGFL1
IGFL2
IGHA1
IGHA2
IGHD
IGHE
IGHEP1
IGHG1
IGHG2
IGHG3
IGHG4
IGHGP
IGHM
IGKC
IGLC2
IGLC3
IGLC6
IGLC7
IGLJ2
IGLL1
IGLL5
IGSF1
IGSF21
IGSF6
IKZF2
IL10
IL12A
IL12A-AS1
IL12B
IL13
IL13RA2
IL17A
IL17C
IL17F
IL17RB
IL18
IL19
IL1A
IL1B
IL1R1
IL1R2
IL1RL1
IL1RN
IL2
IL20
IL21
IL22
IL22RA2
IL23A
IL24
IL26
IL27
IL2RA
IL2RB
IL3
IL32
IL33
IL34
IL36A
IL36G
IL36RN
IL3RA
IL4
IL4I1
IL5
IL6
IL6R
IL7R
IL9
IMPA2
INHBA
INHBB
INO80C
INSIG1
INSL4
INSM1
INSR
INSRR
IQCD
IRF4
IRF7
IRF8
IRG1
ISG15
ISLR
ISM1
ITGA1
ITGA11
ITGA2B
ITGA5
ITGA6
ITGA7
ITGA8
ITGA9
ITGAD
ITGAL
ITGAM
ITGAX
ITGB2
ITGB8
ITGBL1
ITIH5
ITLN2
ITM2A
ITPKC
IVL
JAG2
JAM2
JAM3
JAML
JCHAIN
JSRP1
JUN
KANK3
KATNBL1
KAZN
KB-1507C5.4
KB-1991G8.1
KBTBD11
KCNE2
KCNE4
KCNJ16
KCNJ18
KCNJ2
KCNJ8
KCNK1
KCNK16
KCNK3
KCNK5
KCNK7
KCNMA1
KCNMB1
KCNN3
KCNQ1
KCNQ1OT1
KCNQ3
KCTD1
KCTD12
KCTD4
KDR
KIAA0101
KIAA0125
KIAA0226L
KIAA1324
KIAA1462
KIAA1644
KIF11
KIF14
KIF15
KIF18A
KIF20A
KIF20B
KIF23
KIF2C
KIF4A
KIFC1
KIFC3
KIR2DL4
KIR3DL2
KIT
KLF2
KLF4
KLHDC8A
KLK10
KLK11
KLK12
KLK13
KLK5
KLK6
KLK7
KLK8
KLRB1
KLRC1
KLRC2
KLRC3
KLRC4
KLRD1
KLRF1
KLRG1
KNSTRN
KPNA2
KPRP
KRT1
KRT14
KRT15
KRT16
KRT17
KRT18
KRT2
KRT20
KRT23
KRT24
KRT3
KRT31
KRT32
KRT4
KRT5
KRT6A
KRT6B
KRT6C
KRT7
KRT76
KRT78
KRT79
KRT8
KRT80
KRT81
KRT86
KRTAP1-1
KRTAP1-5
KRTAP2-3
KRTAP3-1
KRTAP3-2
KRTAP3-3
KRTAP4-11
KRTAP4-8
KRTAP7-1
KRTAP9-3
KRTAP9-4
KRTAP9-8
KRTAP9-9
KRTCAP3
KRTDAP
L1CAM
LACC1
LAD1
LAIR2
LAMA2
LAMA4
LAMB1
LAMB3
LAMC1
LAMC2
LAMC3
LAMP3
LAMP5
LAPTM5
LAYN
LBH
LCE2C
LCE3A
LCE3D
LCE3E
LCE5A
LCN2
LCN6
LDB2
LDB3
LEF1
LEPR
LEXM
LGALS1
LGALS2
LGALS3
LGALS4
LGALS7
LGALS7B
LGI4
LGMN
LGR6
LHFP
LHX5
LHX5-AS1
LHX6
LIF
LIFR
LILRA4
LILRA5
LILRB1
LILRB2
LILRB4
LILRB5
LIMS2
LINC00152
LINC00200
LINC00261
LINC00302
LINC00473
LINC00492
LINC00520
LINC00603
LINC00671
LINC00675
LINC00707
LINC00960
LINC00982
LINC01013
LINC01055
LINC01088
LINC01133
LINC01186
LINC01187
LINC01198
LINC01214
LINC01226
LINC01229
LINC01235
LINC01254
LINC01269
LINC01272
LINC01314
LINC01405
LINC01436
LINC01480
LINC01497
LINC01531
LINC01559
LINGO1
LIPE-AS1
LIPF
LIPH
LIX1
LL22NC03-2H8.5
LMCD1
LMNB2
LMO2
LMO3
LMO7
LMOD1
LNX1
LOR
LOX
LOXL1
LOXL2
LOXL4
LPAR6
LPCAT4
LPIN1
LPIN2
LPL
LRG1
LRMP
LRRC20
LRRC8C
LRRK2
LRRN1
LRRN4CL
LRRTM1
LSAMP
LST1
LTA
LTB
LTBP2
LTBP4
LTC4S
LTF
LUM
LY6D
LY6G6C
LY6H
LY6K
LY86
LYNX1
LYPD1
LYPD2
LYPD3
LYPD5
LYPD8
LYVE1
LYZ
MACC1
MAD2L1
MADCAM1
MAF
MAFB
MAFF
MAGI3
MAL
MAL2
MALL
MAOB
MAP1A
MAP1B
MAP1LC3A
MAP2K1
MAP3K8
MAP3K9
MAPK8
MARCH1
MARCH5
MARCKSL1
MARCO
MASP1
MATN2
MB
MBOAT2
MC4R
MCAM
MCEMP1
MCF2L
MCM7
MCTP1
MCU
MEF2C
MEG3
MEOX1
MERTK
MEST
METRNL
MFAP4
MFGE8
MFSD4
MGAT1
MGAT4C
MGC32805
MGP
MGST1
MIA
MIR133A1HG
MIR155HG
MIR193BHG
MIR210HG
MIR3945HG
MIR4432HG
MIR503HG
MKI67
MLK7-AS1
MLLT4
MME
MMEL1
MMP1
MMP10
MMP11
MMP12
MMP13
MMP2
MMP3
MMP7
MMP9
MMRN1
MMRN2
MNDA
MOXD1
MPEG1
MPP7
MPZL3
MRC1
MREG
MRGPRF
MROH6
MROH8
MRVI1
MS4A1
MS4A2
MS4A3
MS4A4A
MS4A6A
MS4A7
MS4A8
MSLN
MSMB
MSMO1
MSR1
MSRB3
MSX1
MT1A
MT1B
MT1E
MT1F
MT1G
MT1H
MT1HL1
MT1M
MT1X
MT2A
MT3
MT4
MTRNR2L1
MUC1
MUC15
MUC16
MUC20
MUC21
MUC22
MUC4
MUC5AC
MUC5B
MUC6
MUCL1
MX1
MXD1
MXD3
MXRA5
MXRA8
MYB
MYBL2
MYC
MYCT1
MYEOV
MYH11
MYH14
MYL2
MYL6B
MYL9
MYLK
MYO1B
MYO5B
MYOC
MYOCD
MYOM1
MYOT
MYOZ1
MYRIP
MYZAP
MZB1
NABP1
NAIP
NAMPT
NANOG
NAPRT
NAPSA
NAT8
NBL1
NCAM1
NCAPD2
NCAPG
NCCRP1
NCEH1
NCF1
NCF2
NCOA7
NCR3
NDC80
NDNF
NDRG2
NDUFA4L2
NEBL
NEDD4L
NEDD9
NEFL
NEFM
NEGR1
NEK2
NELL1
NES
NET1
NEURL1B
NEURL3
NEUROD1
NFATC1
NFATC4
NFIB
NFKBIA
NGFR
NID1
NID2
NKAIN3
NKAIN4
NKD2
NKG7
NKX2-2
NKX2-3
NKX6-2
NKX6-3
NLRP10
NLRP3
NME1
NME2
NMRK1
NMRK2
NMU
NNMT
NOS2
NOS3
NOSTRIN
NOTCH3
NOTCH4
NOV
NOVA2
NOX4
NOX5
NPAS2
NPAS4
NPDC1
NPPC
NPR3
NPTX1
NPTX2
NPW
NPY
NQO1
NR0B2
NR1D1
NR2F1
NR2F2
NR4A1
NR4A2
NR4A3
NREP
NRN1
NRP1
NRTN
NRXN1
NSG1
NTM
NTRK2
NTS
NUAK1
NUDT8
NUF2
NUMBL
NUPR1
NUPR2
NUSAP1
NXF3
OAS1
OASL
OBFC1
ODAM
OGN
OLAH
OLFM1
OLFM2
OLFM4
OLFML2A
OLFML2B
OLFML3
OLR1
OMD
ONECUT3
OR51E1
OR8A1
ORM2
OSBP2
OSER1
OSM
OSR2
OSTN-AS1
OVOL1
OXTR
P2RY13
P2RY14
P2RY6
PABPC3
PADI1
PADI3
PAEP
PAG1
PANX2
PAPPA
PAPPA2
PAPSS2
PAQR7
PARD6B
PARD6G-AS1
PASK
PAX6
PAX9
PBK
PCAT19
PCDH12
PCDH17
PCDH18
PCDH9
PCK1
PCNA
PCOLCE
PCP4
PCSK1
PCSK1N
PCSK2
PCSK5
PDCD6
PDE1C
PDE2A
PDE4B
PDE4C
PDE8B
PDGFB
PDGFD
PDGFRA
PDGFRB
PDIA2
PDILT
PDK4
PDLIM2
PDPN
PDZK1IP1
PECAM1
PEG10
PEG3
PELI1
PENK
PER1
PF4
PFKFB2
PFKFB3
PGA3
PGA4
PGA5
PGAM2
PGC
PGF
PGM5
PHACTR1
PHACTR2
PHACTR3
PHACTR4
PHGDH
PHGR1
PHLDA1
PHLDA2
PHLDB2
PHYHIP
PI15
PI16
PI3
PI4K2A
PIBF1
PID1
PIEZO2
PIF1
PIGR
PIK3R3
PIM1
PIM2
PIP
PKHD1L1
PKIB
PKIG
PKMYT1
PKP1
PKP3
PLA2G2A
PLA2G2D
PLA2G2F
PLA2G4D
PLA2G7
PLAC8
PLAC9
PLAT
PLAU
PLAUR
PLBD1
PLCB1
PLCG2
PLCXD1
PLD4
PLEK
PLEK2
PLEKHB1
PLEKHH2
PLIN3
PLK1
PLN
PLOD2
PLP1
PLP2
PLPP1
PLPP3
PLPPR4
PLPPR5
PLS1
PLTP
PLVAP
PLXDC1
PLXNC1
PLXND1
PMAIP1
PMCH
PMEPA1
PMM1
PMP2
PMP22
PNMT
PNOC
PODN
PODXL
POF1B
PORCN
POSTN
POU2AF1
POU3F1
POU6F2-AS1
PP7080
PPA1
PPARD
PPARG
PPBP
PPCDC
PPDPF
PPIC
PPIF
PPL
PPP1R14A
PPP1R14B
PPP1R1A
PPP1R3B
PPP1R3C
PPY
PRAC1
PRC1
PRCP
PRDM1
PRDM16
PRDM8
PRELP
PREX2
PRG2
PRH1
PRIMA1
PRKAR2B
PRKCDBP
PRMT5
PRND
PROK2
PROX1
PRR11
PRR5
PRR9
PRRG4
PRRX1
PRSS1
PRSS12
PRSS2
PRSS22
PRSS23
PRSS27
PRSS3
PRSS57
PRSS8
PSCA
PSG5
PSORS1C2
PSRC1
PTCRA
PTF1A
PTGDR2
PTGDS
PTGES
PTGIS
PTGR1
PTGS2
PTHLH
PTK6
PTN
PTP4A3
PTPN3
PTPRB
PTPRF
PTPRG
PTPRM
PTPRN
PTPRS
PTPRZ1
PTTG1
PTX3
PVRL1
PVRL4
PXDN
QPCT
QSOX1
RAB11FIP1
RAB25
RAB31
RAB3C
RAB42
RAB6B
RAB7B
RAB9A
RACGAP1
RAD51AP1
RAET1E
RAET1G
RAET1L
RAI14
RALA
RAMP1
RAMP2
RAMP3
RANBP1
RANBP9
RAP1GAP
RAP1GDS1
RAPGEF4
RAPGEFL1
RARRES1
RARRES2
RASA4
RASAL2-AS1
RASD1
RASD2
RASGEF1B
RASGRF1
RASGRP3
RASSF4
RBM47
RBP1
RBP4
RBP5
RBP7
RBPJL
RCAN1
RCAN2
RCBTB2
RCN3
RDH10
RDH12
RECQL
REG1A
REG3A
REG4
RELN
RERG
RERGL
RETN
RFK
RFPL4A
RFPL4AL1
RFX6
RGCC
RGS1
RGS13
RGS16
RGS18
RGS2
RGS4
RGS5
RHCG
RHOB
RHOBTB3
RHOD
RHOF
RHOJ
RHOV
RIMBP2
RIOK3
RIPK4
RMND5A
RMRP
RNASE1
RNASE2
RNASE6
RNASE7
RND1
RND3
RNF141
RNF222
RNF223
RNF24
RNF39
ROBO4
ROR1-AS1
RP1
RP1-122P22.4
RP1-155D22.2
RP1-27K12.2
RP1-45N11.1
RP11-1030E3.1
RP11-107M16.2
RP11-1143G9.4
RP11-115C10.1
RP11-115J16.1
RP11-116D17.5
RP11-120C12.3
RP11-121P12.1
RP11-1399P15.1
RP11-16E12.2
RP11-173D3.1
RP11-179K3.2
RP11-190C22.9
RP11-19D2.2
RP11-206M11.7
RP11-20D14.6
RP11-212I21.2
RP11-272B17.2
RP11-275I14.4
RP11-276H7.2
RP11-290F5.1
RP11-290L1.2
RP11-298E2.2
RP11-299H22.1
RP11-313E19.2
RP11-338I21.1
RP11-34C15.2
RP11-350G8.5
RP11-350J20.12
RP11-351J23.1
RP11-354E11.2
RP11-364C11.2
RP11-369C8.1
RP11-390E23.6
RP11-394O4.5
RP11-400N13.3
RP11-403B2.6
RP11-403I13.5
RP11-403P17.4
RP11-404O13.5
RP11-417L19.2
RP11-422P24.12
RP11-442N1.2
RP11-462G2.1
RP11-465N4.4
RP11-467L13.7
RP11-469H8.6
RP11-473M20.16
RP11-474P2.4
RP11-480C22.1
RP11-481J2.2
RP11-492E3.2
RP11-498B4.5
RP11-498P14.5
RP11-503C24.2
RP11-524N5.1
RP11-532F12.5
RP11-536G4.1
RP11-543D10.2
RP11-554I8.2
RP11-56L13.1
RP11-572M11.3
RP11-575H3.1
RP11-598F7.3
RP11-627G18.4
RP11-629O1.2
RP11-641D5.2
RP11-65I12.1
RP11-66B24.2
RP11-670E13.6
RP11-677M14.3
RP11-689B22.2
RP11-693J15.5
RP11-693J15.6
RP11-703H8.7
RP11-706C16.7
RP11-70C1.1
RP11-71L14.4
RP11-71N10.1
RP11-734K21.3
RP11-753N8.1
RP11-764E7.1
RP11-7K24.3
RP11-80I3.1
RP11-834C11.4
RP11-841O20.2
RP11-879F14.2
RP11-886D15.1
RP11-8P11.4
RP11-93B14.9
RP13-270P17.3
RP13-317D12.3
RP13-516M14.4
